station,measure,date,value
DAL,Aircraft On-Time Performance,2023-09-11,86.3
DAL,Aircraft On-Time Performance,2023-09-18,88.4
DAL,Aircraft On-Time Performance,2023-09-25,85.6
DAL,Aircraft On-Time Performance,2023-10-02,87.2
DAL,Aircraft On-Time Performance,2023-10-09,86.9
DAL,Aircraft On-Time Performance,2023-10-16,89.1
DAL,Aircraft On-Time Performance,2023-10-23,84.3
DAL,Aircraft On-Time Performance,2023-10-30,87.8
DAL,Aircraft On-Time Performance,2023-11-06,85.5
DAL,Aircraft On-Time Performance,2023-11-13,88.7
DAL,Aircraft On-Time Performance,2023-11-20,86.1
DAL,Aircraft On-Time Performance,2023-11-27,87.4
DAL,Aircraft On-Time Performance,2023-12-04,85.8
DAL,Aircraft On-Time Performance,2023-12-11,89.2
DAL,Aircraft On-Time Performance,2023-12-18,84.6
DAL,Aircraft On-Time Performance,2023-12-25,87.9
DAL,Aircraft On-Time Performance,2024-01-01,86.4
DAL,Aircraft On-Time Performance,2024-01-08,88.1
DAL,Aircraft On-Time Performance,2024-01-15,85.7
DAL,Aircraft On-Time Performance,2024-01-22,87.6
DAL,Aircraft On-Time Performance,2024-01-29,86.9
DAL,Aircraft On-Time Performance,2024-02-05,89.3
DAL,Aircraft On-Time Performance,2024-02-12,84.8
DAL,Aircraft On-Time Performance,2024-02-19,87.2
DAL,Aircraft On-Time Performance,2024-02-26,85.4
DAL,Aircraft On-Time Performance,2024-03-04,88.6
DAL,Aircraft On-Time Performance,2024-03-11,86.7
DAL,Aircraft On-Time Performance,2024-03-18,87.8
DAL,Aircraft On-Time Performance,2024-03-25,85.9
DAL,Aircraft On-Time Performance,2024-04-01,89.0
DAL,Aircraft On-Time Performance,2024-04-08,84.5
DAL,Aircraft On-Time Performance,2024-04-15,87.3
DAL,Aircraft On-Time Performance,2024-04-22,86.8
DAL,Aircraft On-Time Performance,2024-04-29,88.4
DAL,Aircraft On-Time Performance,2024-05-06,85.6
DAL,Aircraft On-Time Performance,2024-05-13,87.5
DAL,Aircraft On-Time Performance,2024-05-20,86.2
DAL,Aircraft On-Time Performance,2024-05-27,89.1
DAL,Aircraft On-Time Performance,2024-06-03,84.7
DAL,Aircraft On-Time Performance,2024-06-10,87.9
DAL,Aircraft On-Time Performance,2024-06-17,85.3
DAL,Aircraft On-Time Performance,2024-06-24,88.2
DAL,Aircraft On-Time Performance,2024-07-01,86.5
DAL,Aircraft On-Time Performance,2024-07-08,87.7
DAL,Aircraft On-Time Performance,2024-07-15,85.8
DAL,Aircraft On-Time Performance,2024-07-22,89.4
DAL,Aircraft On-Time Performance,2024-07-29,84.2
DAL,Aircraft On-Time Performance,2024-08-05,87.6
DAL,Aircraft On-Time Performance,2024-08-12,86.9
DAL,Aircraft On-Time Performance,2024-08-19,88.3
DAL,Aircraft On-Time Performance,2024-08-26,85.7
DAL,Aircraft On-Time Performance,2024-09-02,87.1
DAL,Aircraft On-Time Performance,2024-09-09,86.4
DAL,Aircraft On-Time Performance,2024-09-16,89.2
DAL,Aircraft On-Time Performance,2024-09-23,84.9
DAL,Aircraft On-Time Performance,2024-09-30,87.8
DAL,Aircraft On-Time Performance,2024-10-07,85.5
DAL,Aircraft On-Time Performance,2024-10-14,88.6
DAL,Aircraft On-Time Performance,2024-10-21,86.1
DAL,Aircraft On-Time Performance,2024-10-28,87.3
DAL,Aircraft On-Time Performance,2024-11-04,85.9
DAL,Aircraft On-Time Performance,2024-11-11,89.0
DAL,Aircraft On-Time Performance,2024-11-18,84.6
DAL,Aircraft On-Time Performance,2024-11-25,87.5
DAL,Aircraft On-Time Performance,2024-12-02,86.8
DAL,Aircraft On-Time Performance,2024-12-09,88.1
DAL,Aircraft On-Time Performance,2024-12-16,85.4
DAL,Aircraft On-Time Performance,2024-12-23,87.9
DAL,Aircraft On-Time Performance,2024-12-30,86.3
DAL,Aircraft On-Time Performance,2025-01-06,89.1
DAL,Aircraft On-Time Performance,2025-01-13,84.8
DAL,Aircraft On-Time Performance,2025-01-20,87.6
DAL,Aircraft On-Time Performance,2025-01-27,85.7
DAL,Aircraft On-Time Performance,2025-02-03,88.4
DAL,Aircraft On-Time Performance,2025-02-10,86.2
DAL,Aircraft On-Time Performance,2025-02-17,87.8
DAL,Aircraft On-Time Performance,2025-02-24,85.9
DAL,Aircraft On-Time Performance,2025-03-03,89.3
DAL,Aircraft On-Time Performance,2025-03-10,84.5
DAL,Aircraft On-Time Performance,2025-03-17,87.2
DAL,Aircraft On-Time Performance,2025-03-24,86.6
DAL,Aircraft On-Time Performance,2025-03-31,88.7
DAL,Aircraft On-Time Performance,2025-04-07,85.3
DAL,Aircraft On-Time Performance,2025-04-14,87.4
DAL,Aircraft On-Time Performance,2025-04-21,86.8
DAL,Aircraft On-Time Performance,2025-04-28,89.0
DAL,Aircraft On-Time Performance,2025-05-05,84.7
DAL,Aircraft On-Time Performance,2025-05-12,87.9
DAL,Aircraft On-Time Performance,2025-05-19,85.6
DAL,Aircraft On-Time Performance,2025-05-26,88.2
DAL,Aircraft On-Time Performance,2025-06-02,86.4
DAL,Aircraft On-Time Performance,2025-06-09,87.7
DAL,Aircraft On-Time Performance,2025-06-16,85.8
DAL,Aircraft On-Time Performance,2025-06-23,89.1
DAL,Aircraft On-Time Performance,2025-06-30,84.3
DAL,Aircraft On-Time Performance,2025-07-07,87.5
DAL,Aircraft On-Time Performance,2025-07-14,86.9
DAL,Aircraft On-Time Performance,2025-07-21,88.6
DAL,Aircraft On-Time Performance,2025-07-28,85.2
DAL,Aircraft On-Time Performance,2025-08-04,87.3
DAL,Aircraft On-Time Performance,2025-08-11,86.7
DAL,Aircraft On-Time Performance,2025-08-18,89.4
DAL,Aircraft On-Time Performance,2025-08-25,84.9
DAL,Aircraft On-Time Performance,2025-09-01,87.8
DAL,Aircraft On-Time Performance,2025-09-08,85.5
DAL,Aircraft On-Time Performance,2025-09-15,88.1
DAL,Aircraft On-Time Performance,2025-09-22,86.3
DAL,Aircraft On-Time Performance,2025-09-29,87.6
DAL,Aircraft On-Time Performance,2025-10-06,85.8
DAL,Aircraft On-Time Performance,2025-10-13,89.2
HOU,Aircraft On-Time Performance,2023-01-02,86.8
HOU,Aircraft On-Time Performance,2023-01-09,88.1
HOU,Aircraft On-Time Performance,2023-01-16,85.4
HOU,Aircraft On-Time Performance,2023-01-23,87.9
HOU,Aircraft On-Time Performance,2023-01-30,86.2
HOU,Aircraft On-Time Performance,2023-02-06,89.0
HOU,Aircraft On-Time Performance,2023-02-13,84.7
HOU,Aircraft On-Time Performance,2023-02-20,87.5
HOU,Aircraft On-Time Performance,2023-02-27,85.8
HOU,Aircraft On-Time Performance,2023-03-06,88.3
HOU,Aircraft On-Time Performance,2023-03-13,86.6
HOU,Aircraft On-Time Performance,2023-03-20,87.2
HOU,Aircraft On-Time Performance,2023-03-27,85.9
HOU,Aircraft On-Time Performance,2023-04-03,89.1
HOU,Aircraft On-Time Performance,2023-04-10,84.5
HOU,Aircraft On-Time Performance,2023-04-17,87.7
HOU,Aircraft On-Time Performance,2023-04-24,86.4
HOU,Aircraft On-Time Performance,2023-05-01,88.8
HOU,Aircraft On-Time Performance,2023-05-08,85.3
HOU,Aircraft On-Time Performance,2023-05-15,87.6
HOU,Aircraft On-Time Performance,2023-05-22,86.9
HOU,Aircraft On-Time Performance,2023-05-29,89.2
HOU,Aircraft On-Time Performance,2023-06-05,84.8
HOU,Aircraft On-Time Performance,2023-06-12,87.4
HOU,Aircraft On-Time Performance,2023-06-19,85.7
HOU,Aircraft On-Time Performance,2023-06-26,88.5
HOU,Aircraft On-Time Performance,2023-07-03,86.1
HOU,Aircraft On-Time Performance,2023-07-10,87.8
HOU,Aircraft On-Time Performance,2023-07-17,85.4
HOU,Aircraft On-Time Performance,2023-07-24,89.3
HOU,Aircraft On-Time Performance,2023-07-31,84.6
HOU,Aircraft On-Time Performance,2023-08-07,87.1
HOU,Aircraft On-Time Performance,2023-08-14,86.8
HOU,Aircraft On-Time Performance,2023-08-21,88.9
HOU,Aircraft On-Time Performance,2023-08-28,85.2
HOU,Aircraft On-Time Performance,2023-09-04,87.3
HOU,Aircraft On-Time Performance,2023-09-11,86.5
HOU,Aircraft On-Time Performance,2023-09-18,89.0
HOU,Aircraft On-Time Performance,2023-09-25,84.9
HOU,Aircraft On-Time Performance,2023-10-02,87.7
HOU,Aircraft On-Time Performance,2023-10-09,85.6
HOU,Aircraft On-Time Performance,2023-10-16,88.4
HOU,Aircraft On-Time Performance,2023-10-23,86.3
HOU,Aircraft On-Time Performance,2023-10-30,87.9
HOU,Aircraft On-Time Performance,2023-11-06,85.1
HOU,Aircraft On-Time Performance,2023-11-13,89.4
HOU,Aircraft On-Time Performance,2023-11-20,84.7
HOU,Aircraft On-Time Performance,2023-11-27,87.2
HOU,Aircraft On-Time Performance,2023-12-04,86.8
HOU,Aircraft On-Time Performance,2023-12-11,88.6
HOU,Aircraft On-Time Performance,2023-12-18,85.3
HOU,Aircraft On-Time Performance,2023-12-25,87.5
HOU,Aircraft On-Time Performance,2024-01-01,86.9
HOU,Aircraft On-Time Performance,2024-01-08,89.1
HOU,Aircraft On-Time Performance,2024-01-15,84.8
HOU,Aircraft On-Time Performance,2024-01-22,87.6
HOU,Aircraft On-Time Performance,2024-01-29,85.7
HOU,Aircraft On-Time Performance,2024-02-05,88.3
HOU,Aircraft On-Time Performance,2024-02-12,86.4
HOU,Aircraft On-Time Performance,2024-02-19,87.8
HOU,Aircraft On-Time Performance,2024-02-26,85.9
HOU,Aircraft On-Time Performance,2024-03-04,89.0
HOU,Aircraft On-Time Performance,2024-03-11,84.5
HOU,Aircraft On-Time Performance,2024-03-18,87.3
HOU,Aircraft On-Time Performance,2024-03-25,86.8
HOU,Aircraft On-Time Performance,2024-04-01,88.4
HOU,Aircraft On-Time Performance,2024-04-08,85.6
HOU,Aircraft On-Time Performance,2024-04-15,87.5
HOU,Aircraft On-Time Performance,2024-04-22,86.2
HOU,Aircraft On-Time Performance,2024-04-29,89.1
HOU,Aircraft On-Time Performance,2024-05-06,84.7
HOU,Aircraft On-Time Performance,2024-05-13,87.9
HOU,Aircraft On-Time Performance,2024-05-20,85.3
HOU,Aircraft On-Time Performance,2024-05-27,88.2
HOU,Aircraft On-Time Performance,2024-06-03,86.5
HOU,Aircraft On-Time Performance,2024-06-10,87.7
HOU,Aircraft On-Time Performance,2024-06-17,85.8
HOU,Aircraft On-Time Performance,2024-06-24,89.4
HOU,Aircraft On-Time Performance,2024-07-01,84.2
HOU,Aircraft On-Time Performance,2024-07-08,87.6
HOU,Aircraft On-Time Performance,2024-07-15,86.9
HOU,Aircraft On-Time Performance,2024-07-22,88.3
HOU,Aircraft On-Time Performance,2024-07-29,85.7
HOU,Aircraft On-Time Performance,2024-08-05,87.1
HOU,Aircraft On-Time Performance,2024-08-12,86.4
HOU,Aircraft On-Time Performance,2024-08-19,89.2
HOU,Aircraft On-Time Performance,2024-08-26,84.9
HOU,Aircraft On-Time Performance,2024-09-02,87.8
HOU,Aircraft On-Time Performance,2024-09-09,85.5
HOU,Aircraft On-Time Performance,2024-09-16,88.6
HOU,Aircraft On-Time Performance,2024-09-23,86.1
HOU,Aircraft On-Time Performance,2024-09-30,87.3
HOU,Aircraft On-Time Performance,2024-10-07,85.9
HOU,Aircraft On-Time Performance,2024-10-14,89.0
HOU,Aircraft On-Time Performance,2024-10-21,84.6
HOU,Aircraft On-Time Performance,2024-10-28,87.5
HOU,Aircraft On-Time Performance,2024-11-04,86.8
HOU,Aircraft On-Time Performance,2024-11-11,88.1
HOU,Aircraft On-Time Performance,2024-11-18,85.4
HOU,Aircraft On-Time Performance,2024-11-25,87.9
HOU,Aircraft On-Time Performance,2024-12-02,86.3
HOU,Aircraft On-Time Performance,2024-12-09,89.1
HOU,Aircraft On-Time Performance,2024-12-16,84.8
HOU,Aircraft On-Time Performance,2024-12-23,87.6
HOU,Aircraft On-Time Performance,2024-12-30,85.7
HOU,Aircraft On-Time Performance,2025-01-06,88.4
HOU,Aircraft On-Time Performance,2025-01-13,86.2
HOU,Aircraft On-Time Performance,2025-01-20,87.8
HOU,Aircraft On-Time Performance,2025-01-27,85.9
HOU,Aircraft On-Time Performance,2025-02-03,89.3
HOU,Aircraft On-Time Performance,2025-02-10,84.5
HOU,Aircraft On-Time Performance,2025-02-17,87.2
HOU,Aircraft On-Time Performance,2025-02-24,86.6
HOU,Aircraft On-Time Performance,2025-03-03,88.7
HOU,Aircraft On-Time Performance,2025-03-10,85.3
HOU,Aircraft On-Time Performance,2025-03-17,87.4
HOU,Aircraft On-Time Performance,2025-03-24,86.8
HOU,Aircraft On-Time Performance,2025-03-31,89.0
HOU,Aircraft On-Time Performance,2025-04-07,84.7
HOU,Aircraft On-Time Performance,2025-04-14,87.9
HOU,Aircraft On-Time Performance,2025-04-21,85.6
HOU,Aircraft On-Time Performance,2025-04-28,88.2
HOU,Aircraft On-Time Performance,2025-05-05,86.4
HOU,Aircraft On-Time Performance,2025-05-12,87.7
HOU,Aircraft On-Time Performance,2025-05-19,85.8
HOU,Aircraft On-Time Performance,2025-05-26,89.1
HOU,Aircraft On-Time Performance,2025-06-02,84.3
HOU,Aircraft On-Time Performance,2025-06-09,87.5
HOU,Aircraft On-Time Performance,2025-06-16,86.9
HOU,Aircraft On-Time Performance,2025-06-23,88.6
HOU,Aircraft On-Time Performance,2025-06-30,85.2
HOU,Aircraft On-Time Performance,2025-07-07,87.3
HOU,Aircraft On-Time Performance,2025-07-14,86.7
HOU,Aircraft On-Time Performance,2025-07-21,89.4
HOU,Aircraft On-Time Performance,2025-07-28,84.9
HOU,Aircraft On-Time Performance,2025-08-04,87.8
HOU,Aircraft On-Time Performance,2025-08-11,85.5
HOU,Aircraft On-Time Performance,2025-08-18,88.1
HOU,Aircraft On-Time Performance,2025-08-25,86.3
HOU,Aircraft On-Time Performance,2025-09-01,87.6
HOU,Aircraft On-Time Performance,2025-09-08,85.8
HOU,Aircraft On-Time Performance,2025-09-15,89.2
HOU,Aircraft On-Time Performance,2025-09-22,84.7
HOU,Aircraft On-Time Performance,2025-09-29,87.5
HOU,Aircraft On-Time Performance,2025-10-06,86.8
HOU,Aircraft On-Time Performance,2025-10-13,88.9
PHX,Aircraft On-Time Performance,2023-01-02,88.5
PHX,Aircraft On-Time Performance,2023-01-09,85.2
PHX,Aircraft On-Time Performance,2023-01-16,87.8
PHX,Aircraft On-Time Performance,2023-01-23,86.4
PHX,Aircraft On-Time Performance,2023-01-30,89.1
PHX,Aircraft On-Time Performance,2023-02-06,84.7
PHX,Aircraft On-Time Performance,2023-02-13,87.3
PHX,Aircraft On-Time Performance,2023-02-20,85.9
PHX,Aircraft On-Time Performance,2023-02-27,88.6
PHX,Aircraft On-Time Performance,2023-03-06,86.1
PHX,Aircraft On-Time Performance,2023-03-13,87.7
PHX,Aircraft On-Time Performance,2023-03-20,85.4
PHX,Aircraft On-Time Performance,2023-03-27,89.3
PHX,Aircraft On-Time Performance,2023-04-03,84.6
PHX,Aircraft On-Time Performance,2023-04-10,87.1
PHX,Aircraft On-Time Performance,2023-04-17,86.8
PHX,Aircraft On-Time Performance,2023-04-24,88.9
PHX,Aircraft On-Time Performance,2023-05-01,85.2
PHX,Aircraft On-Time Performance,2023-05-08,87.3
PHX,Aircraft On-Time Performance,2023-05-15,86.5
PHX,Aircraft On-Time Performance,2023-05-22,89.0
PHX,Aircraft On-Time Performance,2023-05-29,84.9
PHX,Aircraft On-Time Performance,2023-06-05,87.7
PHX,Aircraft On-Time Performance,2023-06-12,85.6
PHX,Aircraft On-Time Performance,2023-06-19,88.4
PHX,Aircraft On-Time Performance,2023-06-26,86.3
PHX,Aircraft On-Time Performance,2023-07-03,87.9
PHX,Aircraft On-Time Performance,2023-07-10,85.1
PHX,Aircraft On-Time Performance,2023-07-17,89.4
PHX,Aircraft On-Time Performance,2023-07-24,84.7
PHX,Aircraft On-Time Performance,2023-07-31,87.2
PHX,Aircraft On-Time Performance,2023-08-07,86.8
PHX,Aircraft On-Time Performance,2023-08-14,88.6
PHX,Aircraft On-Time Performance,2023-08-21,85.3
PHX,Aircraft On-Time Performance,2023-08-28,87.5
PHX,Aircraft On-Time Performance,2023-09-04,86.9
PHX,Aircraft On-Time Performance,2023-09-11,89.1
PHX,Aircraft On-Time Performance,2023-09-18,84.8
PHX,Aircraft On-Time Performance,2023-09-25,87.6
PHX,Aircraft On-Time Performance,2023-10-02,85.7
PHX,Aircraft On-Time Performance,2023-10-09,88.3
PHX,Aircraft On-Time Performance,2023-10-16,86.4
PHX,Aircraft On-Time Performance,2023-10-23,87.8
PHX,Aircraft On-Time Performance,2023-10-30,85.9
PHX,Aircraft On-Time Performance,2023-11-06,89.0
PHX,Aircraft On-Time Performance,2023-11-13,84.5
PHX,Aircraft On-Time Performance,2023-11-20,87.3
PHX,Aircraft On-Time Performance,2023-11-27,86.8
PHX,Aircraft On-Time Performance,2023-12-04,88.4
PHX,Aircraft On-Time Performance,2023-12-11,85.6
PHX,Aircraft On-Time Performance,2023-12-18,87.5
PHX,Aircraft On-Time Performance,2023-12-25,86.2
PHX,Aircraft On-Time Performance,2023-12-25,89.1
PHX,Aircraft On-Time Performance,2024-01-01,84.7
PHX,Aircraft On-Time Performance,2024-01-08,87.9
PHX,Aircraft On-Time Performance,2024-01-15,85.3
PHX,Aircraft On-Time Performance,2024-01-22,88.2
PHX,Aircraft On-Time Performance,2024-01-29,86.5
PHX,Aircraft On-Time Performance,2024-02-05,87.7
PHX,Aircraft On-Time Performance,2024-02-12,85.8
PHX,Aircraft On-Time Performance,2024-02-19,89.4
PHX,Aircraft On-Time Performance,2024-02-26,84.2
PHX,Aircraft On-Time Performance,2024-03-04,87.6
PHX,Aircraft On-Time Performance,2024-03-11,86.9
PHX,Aircraft On-Time Performance,2024-03-18,88.3
PHX,Aircraft On-Time Performance,2024-03-25,85.7
PHX,Aircraft On-Time Performance,2024-04-01,87.1
PHX,Aircraft On-Time Performance,2024-04-08,86.4
PHX,Aircraft On-Time Performance,2024-04-15,89.2
PHX,Aircraft On-Time Performance,2024-04-22,84.9
PHX,Aircraft On-Time Performance,2024-04-29,87.8
PHX,Aircraft On-Time Performance,2024-05-06,85.5
PHX,Aircraft On-Time Performance,2024-05-13,88.6
PHX,Aircraft On-Time Performance,2024-05-20,86.1
PHX,Aircraft On-Time Performance,2024-05-27,87.3
PHX,Aircraft On-Time Performance,2024-06-03,85.9
PHX,Aircraft On-Time Performance,2024-06-10,89.0
PHX,Aircraft On-Time Performance,2024-06-17,84.6
PHX,Aircraft On-Time Performance,2024-06-24,87.5
PHX,Aircraft On-Time Performance,2024-07-01,86.8
PHX,Aircraft On-Time Performance,2024-07-08,88.1
PHX,Aircraft On-Time Performance,2024-07-15,85.4
PHX,Aircraft On-Time Performance,2024-07-22,87.9
PHX,Aircraft On-Time Performance,2024-07-29,86.3
PHX,Aircraft On-Time Performance,2024-08-05,89.1
PHX,Aircraft On-Time Performance,2024-08-12,84.8
PHX,Aircraft On-Time Performance,2024-08-19,87.6
PHX,Aircraft On-Time Performance,2024-08-26,85.7
PHX,Aircraft On-Time Performance,2024-09-02,88.4
PHX,Aircraft On-Time Performance,2024-09-09,86.2
PHX,Aircraft On-Time Performance,2024-09-16,87.8
PHX,Aircraft On-Time Performance,2024-09-23,85.9
PHX,Aircraft On-Time Performance,2024-09-30,89.3
PHX,Aircraft On-Time Performance,2024-10-07,84.5
PHX,Aircraft On-Time Performance,2024-10-14,87.2
PHX,Aircraft On-Time Performance,2024-10-21,86.6
PHX,Aircraft On-Time Performance,2024-10-28,88.7
PHX,Aircraft On-Time Performance,2024-11-04,85.3
PHX,Aircraft On-Time Performance,2024-11-11,87.4
PHX,Aircraft On-Time Performance,2024-11-18,86.8
PHX,Aircraft On-Time Performance,2024-11-25,89.0
PHX,Aircraft On-Time Performance,2024-12-02,84.7
PHX,Aircraft On-Time Performance,2024-12-09,87.9
PHX,Aircraft On-Time Performance,2024-12-16,85.6
PHX,Aircraft On-Time Performance,2024-12-23,88.2
PHX,Aircraft On-Time Performance,2024-12-30,86.4
PHX,Aircraft On-Time Performance,2025-01-06,87.7
PHX,Aircraft On-Time Performance,2025-01-13,85.8
PHX,Aircraft On-Time Performance,2025-01-20,89.1
PHX,Aircraft On-Time Performance,2025-01-27,84.3
PHX,Aircraft On-Time Performance,2025-02-03,87.5
PHX,Aircraft On-Time Performance,2025-02-10,86.9
PHX,Aircraft On-Time Performance,2025-02-17,88.6
PHX,Aircraft On-Time Performance,2025-02-24,85.2
PHX,Aircraft On-Time Performance,2025-03-03,87.3
PHX,Aircraft On-Time Performance,2025-03-10,86.7
PHX,Aircraft On-Time Performance,2025-03-17,89.4
PHX,Aircraft On-Time Performance,2025-03-24,84.9
PHX,Aircraft On-Time Performance,2025-03-31,87.8
PHX,Aircraft On-Time Performance,2025-04-07,85.5
PHX,Aircraft On-Time Performance,2025-04-14,88.1
PHX,Aircraft On-Time Performance,2025-04-21,86.3
PHX,Aircraft On-Time Performance,2025-04-28,87.6
PHX,Aircraft On-Time Performance,2025-05-05,85.8
PHX,Aircraft On-Time Performance,2025-05-12,89.2
PHX,Aircraft On-Time Performance,2025-05-19,84.7
PHX,Aircraft On-Time Performance,2025-05-26,87.5
PHX,Aircraft On-Time Performance,2025-06-02,86.8
PHX,Aircraft On-Time Performance,2025-06-09,88.9
PHX,Aircraft On-Time Performance,2025-06-16,85.2
PHX,Aircraft On-Time Performance,2025-06-23,87.3
PHX,Aircraft On-Time Performance,2025-06-30,86.5
PHX,Aircraft On-Time Performance,2025-07-07,89.0
PHX,Aircraft On-Time Performance,2025-07-14,84.9
PHX,Aircraft On-Time Performance,2025-07-21,87.7
PHX,Aircraft On-Time Performance,2025-07-28,85.6
PHX,Aircraft On-Time Performance,2025-08-04,88.4
PHX,Aircraft On-Time Performance,2025-08-11,86.3
PHX,Aircraft On-Time Performance,2025-08-18,87.9
PHX,Aircraft On-Time Performance,2025-08-25,85.1
PHX,Aircraft On-Time Performance,2025-09-01,89.4
PHX,Aircraft On-Time Performance,2025-09-08,84.7
PHX,Aircraft On-Time Performance,2025-09-15,87.2
PHX,Aircraft On-Time Performance,2025-09-22,86.8
PHX,Aircraft On-Time Performance,2025-09-29,88.6
PHX,Aircraft On-Time Performance,2025-10-06,85.3
PHX,Aircraft On-Time Performance,2025-10-13,87.5
DAL,Maintenance Delays per 100 Departures,2023-01-02,2.1
DAL,Maintenance Delays per 100 Departures,2023-01-09,3.2
DAL,Maintenance Delays per 100 Departures,2023-01-16,1.8
DAL,Maintenance Delays per 100 Departures,2023-01-23,2.9
DAL,Maintenance Delays per 100 Departures,2023-01-30,2.4
DAL,Maintenance Delays per 100 Departures,2023-02-06,1.9
DAL,Maintenance Delays per 100 Departures,2023-02-13,3.1
DAL,Maintenance Delays per 100 Departures,2023-02-20,2.6
DAL,Maintenance Delays per 100 Departures,2023-02-27,2.8
DAL,Maintenance Delays per 100 Departures,2023-03-06,1.7
DAL,Maintenance Delays per 100 Departures,2023-03-13,3.4
DAL,Maintenance Delays per 100 Departures,2023-03-20,2.3
DAL,Maintenance Delays per 100 Departures,2023-03-27,2.7
DAL,Maintenance Delays per 100 Departures,2023-04-03,1.6
DAL,Maintenance Delays per 100 Departures,2023-04-10,3.2
DAL,Maintenance Delays per 100 Departures,2023-04-17,2.5
DAL,Maintenance Delays per 100 Departures,2023-04-24,2.9
DAL,Maintenance Delays per 100 Departures,2023-05-01,1.8
DAL,Maintenance Delays per 100 Departures,2023-05-08,3.5
DAL,Maintenance Delays per 100 Departures,2023-05-15,2.2
DAL,Maintenance Delays per 100 Departures,2023-05-22,2.6
DAL,Maintenance Delays per 100 Departures,2023-05-29,1.9
DAL,Maintenance Delays per 100 Departures,2023-06-05,3.1
DAL,Maintenance Delays per 100 Departures,2023-06-12,2.4
DAL,Maintenance Delays per 100 Departures,2023-06-19,2.8
DAL,Maintenance Delays per 100 Departures,2023-06-26,1.7
DAL,Maintenance Delays per 100 Departures,2023-07-03,3.3
DAL,Maintenance Delays per 100 Departures,2023-07-10,2.1
DAL,Maintenance Delays per 100 Departures,2023-07-17,2.9
DAL,Maintenance Delays per 100 Departures,2023-07-24,1.8
DAL,Maintenance Delays per 100 Departures,2023-07-31,3.2
DAL,Maintenance Delays per 100 Departures,2023-08-07,2.3
DAL,Maintenance Delays per 100 Departures,2023-08-14,2.7
DAL,Maintenance Delays per 100 Departures,2023-08-21,1.6
DAL,Maintenance Delays per 100 Departures,2023-08-28,3.4
DAL,Maintenance Delays per 100 Departures,2023-09-04,2.0
DAL,Maintenance Delays per 100 Departures,2023-09-11,2.8
DAL,Maintenance Delays per 100 Departures,2023-09-18,1.9
DAL,Maintenance Delays per 100 Departures,2023-09-25,3.1
DAL,Maintenance Delays per 100 Departures,2023-10-02,2.2
DAL,Maintenance Delays per 100 Departures,2023-10-09,2.6
DAL,Maintenance Delays per 100 Departures,2023-10-16,1.8
DAL,Maintenance Delays per 100 Departures,2023-10-23,3.3
DAL,Maintenance Delays per 100 Departures,2023-10-30,2.1
DAL,Maintenance Delays per 100 Departures,2023-11-06,2.9
DAL,Maintenance Delays per 100 Departures,2023-11-13,1.7
DAL,Maintenance Delays per 100 Departures,2023-11-20,3.2
DAL,Maintenance Delays per 100 Departures,2023-11-27,2.4
DAL,Maintenance Delays per 100 Departures,2023-12-04,2.8
DAL,Maintenance Delays per 100 Departures,2023-12-11,1.6
DAL,Maintenance Delays per 100 Departures,2023-12-18,3.5
DAL,Maintenance Delays per 100 Departures,2023-12-25,2.0
DAL,Maintenance Delays per 100 Departures,2024-01-01,2.7
DAL,Maintenance Delays per 100 Departures,2024-01-08,1.8
