station,measure,date,value
HOU,Maintenance_Delays,2024-01-03,12.4
AUS,Maintenance_Delays,2025-01-15,11.1
AUS,Maintenance_Delays,2025-01-08,15.8
AUS,Maintenance_Delays,2025-01-01,16.1
AUS,Maintenance_Delays,2024-12-25,14.7
AUS,Maintenance_Delays,2024-12-18,15.2
AUS,Maintenance_Delays,2024-12-11,17.6
AUS,Maintenance_Delays,2024-12-04,15.3
AUS,Maintenance_Delays,2024-11-27,13.7
AUS,Maintenance_Delays,2024-11-20,15.4
AUS,Maintenance_Delays,2024-11-13,11.2
AUS,Maintenance_Delays,2024-11-06,13.0
AUS,Maintenance_Delays,2024-10-30,12.9
AUS,Maintenance_Delays,2024-10-23,14.5
AUS,Maintenance_Delays,2024-10-16,15.8
AUS,Maintenance_Delays,2024-10-09,13.1
AUS,Maintenance_Delays,2024-10-02,14.3
AUS,Maintenance_Delays,2024-09-25,14.3
AUS,Maintenance_Delays,2024-09-18,12.0
AUS,Maintenance_Delays,2024-09-11,13.9
AUS,Maintenance_Delays,2024-09-04,13.1
AUS,Maintenance_Delays,2024-08-28,11.4
AUS,Maintenance_Delays,2024-08-21,14.6
AUS,Maintenance_Delays,2024-08-14,17.4
AUS,Maintenance_Delays,2024-08-07,11.6
AUS,Maintenance_Delays,2024-07-31,12.4
AUS,Maintenance_Delays,2024-07-24,12.2
AUS,Maintenance_Delays,2024-07-17,11.8
AUS,Maintenance_Delays,2024-07-10,12.4
AUS,Maintenance_Delays,2024-07-03,12.2
AUS,Maintenance_Delays,2024-06-26,11.8
AUS,Maintenance_Delays,2024-06-19,12.4
AUS,Maintenance_Delays,2024-06-12,12.2
AUS,Maintenance_Delays,2024-06-05,11.8
AUS,Maintenance_Delays,2024-05-29,12.4
AUS,Maintenance_Delays,2024-05-22,12.2
AUS,Maintenance_Delays,2024-05-15,11.8
AUS,Maintenance_Delays,2024-05-08,12.4
AUS,Maintenance_Delays,2024-05-01,12.2
AUS,Maintenance_Delays,2024-04-24,11.8
AUS,Maintenance_Delays,2024-04-17,12.4
AUS,Maintenance_Delays,2024-04-10,12.2
AUS,Maintenance_Delays,2024-04-03,11.8
AUS,Maintenance_Delays,2024-03-27,12.4
AUS,Maintenance_Delays,2024-03-20,12.2
AUS,Maintenance_Delays,2024-03-13,11.8
AUS,Maintenance_Delays,2024-03-06,12.4
AUS,Maintenance_Delays,2024-02-28,12.2
AUS,Maintenance_Delays,2024-02-21,11.8
AUS,Maintenance_Delays,2024-02-14,12.4
AUS,Maintenance_Delays,2024-02-07,12.2
AUS,Maintenance_Delays,2024-01-31,11.8
AUS,Maintenance_Delays,2024-01-24,12.4
AUS,Maintenance_Delays,2024-01-17,12.2
AUS,Maintenance_Delays,2024-01-10,11.8
AUS,Maintenance_Delays,2024-01-03,12.4
