station,measure,date,value
AUS,EMO-MX,2024-03-06,0.98030303
AUS,EMO-MX,2024-02-28,0.983333333
AUS,EMO-MX,2024-02-21,0.975886525
AUS,EMO-MX,2024-02-14,0.986937591
AUS,EMO-MX,2024-02-07,0.987711214
AUS,EMO-MX,2024-01-31,0.979971388
AUS,EMO-MX,2024-01-24,0.971014493
AUS,EMO-MX,2024-01-17,0.977409639
AUS,EMO-MX,2024-01-10,0.983408748
AUS,EMO-MX,2024-01-03,0.982832618
