timestamp,station,metric_value
2023-07-24,Houston,13.0
2023-07-31,Austin,10.7
2023-07-31,Dallas,15.7
2023-07-31,Houston,19.8
2023-08-07,Austin,8.3
2023-08-07,Dallas,15.4
2023-08-07,Houston,11.6
2023-08-14,Austin,11.0
2023-08-14,Dallas,11.3
2023-08-14,Houston,13.5
2023-08-21,Austin,7.6
2023-08-21,Dallas,13.8
2023-08-21,Houston,20.3
2023-08-28,Austin,13.8
2023-08-28,Dallas,14.4
2023-08-28,Houston,14.7
2023-09-04,Austin,10.6
2023-09-04,Dallas,14.9
2023-09-04,Houston,17.2
2023-09-11,Austin,10.6
2023-09-11,Dallas,14.2
2023-09-11,Houston,16.7
2023-09-18,Austin,13.3
2023-09-18,Dallas,14.0
2023-09-18,Houston,14.7
2023-09-25,Austin,12.2
2023-09-25,Dallas,13.4
2023-09-25,Houston,11.5
2023-10-02,Austin,14.7
2023-10-02,Dallas,14.2
2023-10-02,Houston,13.5
2023-10-09,Austin,9.9
2023-10-09,Dallas,14.0
2023-10-09,Houston,17.6
2023-10-16,Austin,14.5
2023-10-16,Dallas,16.1
2023-10-16,Houston,15.6
2023-10-23,Austin,13.8
2023-10-23,Dallas,12.1
2023-10-23,Houston,18.5
2023-10-30,Austin,16.0
2023-10-30,Dallas,14.7
2023-10-30,Houston,19.4
2023-11-06,Austin,12.5
2023-11-06,Dallas,13.0
2023-11-06,Houston,16.3
2023-11-13,Austin,10.6
2023-11-13,Dallas,10.5
2023-11-13,Houston,14.6
2023-11-20,Austin,13.1
2023-11-20,Dallas,13.9
2023-11-20,Houston,14.1
2023-11-27,Austin,10.9
2023-11-27,Dallas,17.3
2023-11-27,Houston,12.6
2023-12-04,Austin,14.4
2023-12-04,Dallas,13.8
2023-12-04,Houston,14.0
2023-12-11,Austin,17.1
2023-12-11,Dallas,14.1
2023-12-11,Houston,13.3
2023-12-18,Austin,13.6
2023-12-18,Dallas,10.3
2023-12-18,Houston,18.0
2023-12-25,Austin,11.8
2023-12-25,Dallas,12.7
2023-12-25,Houston,22.2
2024-01-01,Austin,15.3
2024-01-01,Dallas,14.9
2024-01-01,Houston,17.6
2024-01-08,Austin,12.8
2024-01-08,Dallas,14.3
2024-01-08,Houston,18.2
2024-01-15,Austin,11.1
2024-01-15,Dallas,16.2
2024-01-15,Houston,17.6
2024-01-22,Austin,10.1
2024-01-22,Dallas,9.8
2024-01-22,Houston,16.0
2024-01-29,Austin,13.5
2024-01-29,Dallas,14.1
2024-01-29,Houston,13.9
2024-02-05,Austin,14.8
2024-02-05,Dallas,12.1
2024-02-05,Houston,15.7
2024-02-12,Austin,15.7
2024-02-12,Dallas,14.0
2024-02-12,Houston,19.6
2024-02-19,Austin,10.9
2024-02-19,Dallas,16.9
2024-02-19,Houston,15.2
2024-02-26,Austin,13.8
2024-02-26,Dallas,15.2
2024-02-26,Houston,13.1
2024-03-04,Austin,10.6
2024-03-04,Dallas,17.9
2024-03-04,Houston,18.6
2024-03-11,Austin,10.1
2024-03-11,Dallas,19.1
2024-03-11,Houston,17.3
2024-03-18,Austin,8.9
2024-03-18,Dallas,15.3
2024-03-18,Houston,15.2
2024-03-25,Austin,11.1
2024-03-25,Dallas,13.8
2024-03-25,Houston,15.7
2024-04-01,Austin,11.2
2024-04-01,Dallas,14.7
2024-04-01,Houston,15.1
2024-04-08,Austin,11.1
2024-04-08,Dallas,13.1
2024-04-08,Houston,14.8
2024-04-15,Austin,13.4
2024-04-15,Dallas,13.2
2024-04-15,Houston,18.7
2024-04-22,Austin,8.8
2024-04-22,Dallas,14.6
2024-04-22,Houston,12.9
2024-04-29,Austin,13.0
2024-04-29,Dallas,15.3
2024-04-29,Houston,18.6
2024-05-06,Austin,14.8
2024-05-06,Dallas,15.8
2024-05-06,Houston,16.0
2024-05-13,Austin,10.0
2024-05-13,Dallas,13.6
2024-05-13,Houston,17.9
2024-05-20,Austin,12.2
2024-05-20,Dallas,16.7
2024-05-20,Houston,19.0
2024-05-27,Austin,9.5
2024-05-27,Dallas,17.1
2024-05-27,Houston,12.6
2024-06-03,Austin,10.9
2024-06-03,Dallas,18.4
2024-06-03,Houston,17.2
2024-06-10,Austin,9.4
2024-06-10,Dallas,12.2
2024-06-10,Houston,14.2
2024-06-17,Austin,13.0
2024-06-17,Dallas,16.3
2024-06-17,Houston,12.0
2024-06-24,Austin,9.3
2024-06-24,Dallas,13.4
2024-06-24,Houston,14.8
2024-07-01,Austin,9.7
2024-07-01,Dallas,17.9
2024-07-01,Houston,16.8
2024-07-08,Austin,11.2
2024-07-08,Dallas,12.8
2024-07-08,Houston,17.0
2024-07-15,Austin,9.6
2024-07-15,Dallas,15.5
2024-07-15,Houston,16.8
2024-07-22,Austin,10.8
2024-07-22,Dallas,9.8
2024-07-22,Houston,20.7
2024-07-29,Austin,13.5
2024-07-29,Dallas,15.3
2024-07-29,Houston,16.0
2024-08-05,Austin,12.2
2024-08-05,Dallas,15.8
2024-08-05,Houston,16.4
2024-08-12,Austin,9.6
2024-08-12,Dallas,19.8
2024-08-12,Houston,18.7
2024-08-19,Austin,10.8
2024-08-19,Dallas,14.2
2024-08-19,Houston,13.9
2024-08-26,Austin,12.4
2024-08-26,Dallas,16.6
2024-08-26,Houston,14.0
2024-09-02,Austin,11.6
2024-09-02,Dallas,13.7
2024-09-02,Houston,16.7
2024-09-09,Austin,13.7
2024-09-09,Dallas,10.2
2024-09-09,Houston,14.9
2024-09-16,Austin,10.8
2024-09-16,Dallas,13.0
2024-09-16,Houston,18.2
2024-09-23,Austin,10.7
2024-09-23,Dallas,15.6
2024-09-23,Houston,18.4
2024-09-30,Austin,9.9
2024-09-30,Dallas,11.6
2024-09-30,Houston,15.2
2024-10-07,Austin,13.1
2024-10-07,Dallas,17.0
2024-10-07,Houston,14.9
2024-10-14,Austin,11.1
2024-10-14,Dallas,15.7
2024-10-14,Houston,14.5
2024-10-21,Austin,13.9
2024-10-21,Dallas,16.6
2024-10-21,Houston,16.6
2024-10-28,Austin,9.5
2024-10-28,Dallas,16.8
2024-10-28,Houston,14.7
2024-11-04,Austin,7.3
2024-11-04,Dallas,11.2
2024-11-04,Houston,16.7
2024-11-11,Austin,12.2
2024-11-11,Dallas,16.4
2024-11-11,Houston,17.2
2024-11-18,Austin,10.9
2024-11-18,Dallas,14.9
2024-11-18,Houston,16.9
2024-11-25,Austin,13.5
2024-11-25,Dallas,14.9
2024-11-25,Houston,16.7
2024-12-02,Austin,11.6
2024-12-02,Dallas,14.5
2024-12-02,Houston,17.8
2024-12-09,Austin,7.4
2024-12-09,Dallas,17.8
2024-12-09,Houston,17.4
2024-12-16,Austin,12.1
2024-12-16,Dallas,15.9
2024-12-16,Houston,20.1
2024-12-23,Austin,13.0
2024-12-23,Dallas,11.4
2024-12-23,Houston,14.4
2024-12-30,Austin,10.6
2024-12-30,Dallas,15.5
2024-12-30,Houston,14.6
2025-01-06,Austin,13.0
2025-01-06,Dallas,11.1
2025-01-06,Houston,17.1
2025-01-13,Austin,10.5
2025-01-13,Dallas,15.8
2025-01-13,Houston,13.1
2025-01-20,Austin,14.0
2025-01-20,Dallas,16.1
2025-01-20,Houston,18.9
2025-01-27,Austin,14.7
2025-01-27,Dallas,14.7
2025-01-27,Houston,11.5
2025-02-03,Austin,10.8
2025-02-03,Dallas,15.2
2025-02-03,Houston,15.4
2025-02-10,Austin,13.5
2025-02-10,Dallas,17.6
2025-02-10,Houston,17.2
2025-02-17,Austin,10.1
2025-02-17,Dallas,15.3
2025-02-17,Houston,19.6
2025-02-24,Austin,9.8
2025-02-24,Dallas,13.7
2025-02-24,Houston,14.7
2025-03-03,Austin,13.4
2025-03-03,Dallas,15.4
2025-03-03,Houston,12.7
2025-03-10,Austin,12.8
2025-03-10,Dallas,11.2
2025-03-10,Houston,16.2
2025-03-17,Austin,10.1
2025-03-17,Dallas,13.0
2025-03-17,Houston,16.6
2025-03-24,Austin,9.8
2025-03-24,Dallas,12.9
2025-03-24,Houston,12.6
2025-03-31,Austin,12.5
2025-03-31,Dallas,14.5
2025-03-31,Houston,17.8
2025-04-07,Austin,10.8
2025-04-07,Dallas,15.8
2025-04-07,Houston,13.3
2025-04-14,Austin,12.0
2025-04-14,Dallas,14.5
2025-04-14,Houston,13.8
2025-04-21,Austin,12.0
2025-04-21,Dallas,14.3
2025-04-21,Houston,14.9
2025-04-28,Austin,10.7
2025-04-28,Dallas,14.3
2025-04-28,Houston,12.0
2025-05-05,Austin,10.9
2025-05-05,Dallas,11.9
2025-05-05,Houston,15.7
2025-05-12,Austin,13.9
2025-05-12,Dallas,13.1
2025-05-12,Houston,19.3
2025-05-19,Austin,11.4
2025-05-19,Dallas,14.6
2025-05-19,Houston,17.4
2025-05-26,Austin,10.7
2025-05-26,Dallas,11.6
2025-05-26,Houston,11.6
2025-06-02,Austin,13.1
2025-06-02,Dallas,13.8
2025-06-02,Houston,17.5
2025-06-09,Austin,11.2
2025-06-09,Dallas,14.5
2025-06-09,Houston,22.0
2025-06-16,Austin,10.8
2025-06-16,Dallas,12.3
2025-06-16,Houston,17.3
2025-06-23,Austin,12.1
2025-06-23,Dallas,11.2
2025-06-23,Houston,18.6
2025-06-30,Austin,12.5
2025-06-30,Dallas,12.2
2025-06-30,Houston,15.9
2025-07-07,Austin,11.8
2025-07-07,Dallas,12.4
2025-07-07,Houston,16.8
2025-07-14,Austin,12.9
2025-07-14,Dallas,16.1
2025-07-14,Houston,18.2
2025-07-21,Austin,10.3
2025-07-21,Dallas,14.5
2025-07-21,Houston,13.6
2025-07-28,Austin,12.9
2025-07-28,Dallas,14.5
2025-07-28,Houston,12.9
2025-08-04,Austin,13.5
2025-08-04,Dallas,8.3
2025-08-04,Houston,17.8
2025-08-11,Austin,12.3
2025-08-11,Dallas,17.1
2025-08-11,Houston,17.6
2025-08-18,Austin,15.7
2025-08-18,Dallas,12.0
2025-08-18,Houston,14.9
2025-08-25,Austin,10.0
2025-08-25,Dallas,14.4
2025-08-25,Houston,14.4
2025-09-01,Austin,8.3
2025-09-01,Dallas,14.2
2025-09-01,Houston,17.0
2025-09-08,Austin,13.9
2025-09-08,Dallas,12.0
2025-09-08,Houston,15.7
2025-09-15,Austin,13.2
2025-09-15,Dallas,13.1
2025-09-15,Houston,15.3
2025-09-22,Austin,15.1
2025-09-22,Dallas,14.5
2025-09-22,Houston,17.8
2025-09-29,Austin,12.7
2025-09-29,Dallas,10.5
2025-09-29,Houston,15.2
2025-10-06,Austin,15.4
2025-10-06,Dallas,13.4
2025-10-06,Houston,14.1
