timestamp,station,metric_value
2024-11-18,Dallas,4.4
2024-11-18,Houston,11.1
2024-11-25,Austin,7.0
2024-11-25,Dallas,9.9
2024-11-25,Houston,11.1
2024-12-02,Austin,6.1
2024-12-02,Dallas,7.6
2024-12-02,Houston,11.5
2024-12-09,Austin,6.4
2024-12-09,Dallas,7.2
2024-12-09,Houston,8.9
2024-12-16,Austin,5.6
2024-12-16,Dallas,8.4
2024-12-16,Houston,9.7
2024-12-23,Austin,6.8
2024-12-23,Dallas,8.3
2024-12-23,Houston,13.3
2024-12-30,Austin,7.6
2024-12-30,Dallas,8.4
2024-12-30,Houston,9.2
2025-01-06,Austin,6.4
2025-01-06,Dallas,8.2
2025-01-06,Houston,9.4
2025-01-13,Austin,5.6
2025-01-13,Dallas,9.0
2025-01-13,Houston,11.8
2025-01-20,Austin,8.5
2025-01-20,Dallas,8.2
2025-01-20,Houston,8.8
2025-01-27,Austin,5.5
2025-01-27,Dallas,4.1
2025-01-27,Houston,14.1
2025-02-03,Austin,6.1
2025-02-03,Dallas,7.0
2025-02-03,Houston,9.9
2025-02-10,Austin,4.6
2025-02-10,Dallas,7.5
2025-02-10,Houston,8.9
2025-02-17,Austin,5.0
2025-02-17,Dallas,7.3
2025-02-17,Houston,12.8
2025-02-24,Austin,7.8
2025-02-24,Dallas,9.7
2025-02-24,Houston,12.0
2025-03-03,Austin,6.3
2025-03-03,Dallas,9.6
2025-03-03,Houston,10.7
2025-03-10,Austin,5.6
2025-03-10,Dallas,7.7
2025-03-10,Houston,9.3
2025-03-17,Austin,6.5
2025-03-17,Dallas,7.5
2025-03-17,Houston,9.9
2025-03-24,Austin,5.0
2025-03-24,Dallas,7.4
2025-03-24,Houston,8.6
2025-03-31,Austin,6.8
2025-03-31,Dallas,9.0
2025-03-31,Houston,11.2
2025-04-07,Austin,6.0
2025-04-07,Dallas,8.0
2025-04-07,Houston,8.6
2025-04-14,Austin,6.4
2025-04-14,Dallas,7.4
2025-04-14,Houston,8.9
2025-04-21,Austin,7.1
2025-04-21,Dallas,7.3
2025-04-21,Houston,11.1
2025-04-28,Austin,6.5
2025-04-28,Dallas,6.5
2025-04-28,Houston,10.6
2025-05-05,Austin,6.6
2025-05-05,Dallas,8.5
2025-05-05,Houston,9.7
2025-05-12,Austin,5.8
2025-05-12,Dallas,4.1
2025-05-12,Houston,9.2
2025-05-19,Austin,7.4
2025-05-19,Dallas,10.4
2025-05-19,Houston,12.3
2025-05-26,Austin,7.5
2025-05-26,Dallas,7.1
2025-05-26,Houston,7.2
2025-06-02,Austin,5.0
2025-06-02,Dallas,10.6
2025-06-02,Houston,11.1
2025-06-09,Austin,6.6
2025-06-09,Dallas,7.6
2025-06-09,Houston,10.0
2025-06-16,Austin,6.6
2025-06-16,Dallas,8.3
2025-06-16,Houston,10.7
2025-06-23,Austin,5.2
2025-06-23,Dallas,8.5
2025-06-23,Houston,9.8
2025-06-30,Austin,5.5
2025-06-30,Dallas,7.6
2025-06-30,Houston,9.1
2025-07-07,Austin,6.0
2025-07-07,Dallas,11.1
2025-07-07,Houston,11.1
2025-07-14,Austin,7.4
2025-07-14,Dallas,9.6
2025-07-14,Houston,14.8
2025-07-21,Austin,7.4
2025-07-21,Dallas,8.0
2025-07-21,Houston,10.5
2025-07-28,Austin,7.1
2025-07-28,Dallas,7.3
2025-07-28,Houston,11.7
2025-08-04,Austin,5.2
2025-08-04,Dallas,8.5
2025-08-04,Houston,12.5
2025-08-11,Austin,9.1
2025-08-11,Dallas,7.5
2025-08-11,Houston,9.0
2025-08-18,Austin,6.5
2025-08-18,Dallas,10.5
2025-08-18,Houston,9.5
2025-08-25,Austin,5.5
2025-08-25,Dallas,8.4
2025-08-25,Houston,8.5
2025-09-01,Austin,4.9
2025-09-01,Dallas,9.7
2025-09-01,Houston,10.5
2025-09-08,Austin,6.6
2025-09-08,Dallas,8.4
2025-09-08,Houston,8.3
2025-09-15,Austin,8.0
2025-09-15,Dallas,9.0
2025-09-15,Houston,11.6
2025-09-22,Austin,5.7
2025-09-22,Dallas,7.7
2025-09-22,Houston,9.1
2025-09-29,Austin,5.7
2025-09-29,Dallas,7.0
2025-09-29,Houston,10.6
2025-10-06,Austin,6.1
2025-10-06,Dallas,10.7
2025-10-06,Houston,10.1
