station,measure,date,value
HOU,Unscheduled_Maintenance,2024-10-30,9.3
HOU,Unscheduled_Maintenance,2024-10-23,9.3
HOU,Unscheduled_Maintenance,2024-10-16,8.9
HOU,Unscheduled_Maintenance,2024-10-09,10.9
HOU,Unscheduled_Maintenance,2024-10-02,10.4
HOU,Unscheduled_Maintenance,2024-09-25,10.4
HOU,Unscheduled_Maintenance,2024-09-18,9.7
HOU,Unscheduled_Maintenance,2024-09-11,10.7
HOU,Unscheduled_Maintenance,2024-09-04,10.7
HOU,Unscheduled_Maintenance,2024-08-28,9.3
HOU,Unscheduled_Maintenance,2024-08-21,8.5
HOU,Unscheduled_Maintenance,2024-08-14,14.0
HOU,Unscheduled_Maintenance,2024-08-07,9.3
HOU,Unscheduled_Maintenance,2024-07-31,10.7
HOU,Unscheduled_Maintenance,2024-07-24,11.5
HOU,Unscheduled_Maintenance,2024-07-17,9.0
HOU,Unscheduled_Maintenance,2024-07-10,10.7
HOU,Unscheduled_Maintenance,2024-07-03,11.5
HOU,Unscheduled_Maintenance,2024-06-26,9.0
HOU,Unscheduled_Maintenance,2024-06-19,10.7
HOU,Unscheduled_Maintenance,2024-06-12,11.5
HOU,Unscheduled_Maintenance,2024-06-05,9.0
HOU,Unscheduled_Maintenance,2024-05-29,10.7
HOU,Unscheduled_Maintenance,2024-05-22,11.5
HOU,Unscheduled_Maintenance,2024-05-15,9.0
HOU,Unscheduled_Maintenance,2024-05-08,10.7
HOU,Unscheduled_Maintenance,2024-05-01,11.5
HOU,Unscheduled_Maintenance,2024-04-24,9.0
HOU,Unscheduled_Maintenance,2024-04-17,10.7
HOU,Unscheduled_Maintenance,2024-04-10,11.5
HOU,Unscheduled_Maintenance,2024-04-03,9.0
HOU,Unscheduled_Maintenance,2024-03-27,10.7
HOU,Unscheduled_Maintenance,2024-03-20,11.5
HOU,Unscheduled_Maintenance,2024-03-13,9.0
HOU,Unscheduled_Maintenance,2024-03-06,10.7
HOU,Unscheduled_Maintenance,2024-02-28,11.5
HOU,Unscheduled_Maintenance,2024-02-21,9.0
HOU,Unscheduled_Maintenance,2024-02-14,10.7
HOU,Unscheduled_Maintenance,2024-02-07,11.5
HOU,Unscheduled_Maintenance,2024-01-31,9.0
HOU,Unscheduled_Maintenance,2024-01-24,10.7
HOU,Unscheduled_Maintenance,2024-01-17,11.5
HOU,Unscheduled_Maintenance,2024-01-10,9.0
HOU,Unscheduled_Maintenance,2024-01-03,10.7
AUS,Unscheduled_Maintenance,2025-01-15,9.9
AUS,Unscheduled_Maintenance,2025-01-08,9.4
AUS,Unscheduled_Maintenance,2025-01-01,8.4
AUS,Unscheduled_Maintenance,2024-12-25,9.1
AUS,Unscheduled_Maintenance,2024-12-18,7.2
AUS,Unscheduled_Maintenance,2024-12-11,10.6
AUS,Unscheduled_Maintenance,2024-12-04,9.7
AUS,Unscheduled_Maintenance,2024-11-27,7.3
AUS,Unscheduled_Maintenance,2024-11-20,7.7
AUS,Unscheduled_Maintenance,2024-11-13,8.6
AUS,Unscheduled_Maintenance,2024-11-06,11.0
AUS,Unscheduled_Maintenance,2024-10-30,9.3
AUS,Unscheduled_Maintenance,2024-10-23,9.3
AUS,Unscheduled_Maintenance,2024-10-16,8.9
AUS,Unscheduled_Maintenance,2024-10-09,10.9
AUS,Unscheduled_Maintenance,2024-10-02,10.4
AUS,Unscheduled_Maintenance,2024-09-25,10.4
AUS,Unscheduled_Maintenance,2024-09-18,9.7
AUS,Unscheduled_Maintenance,2024-09-11,10.7
AUS,Unscheduled_Maintenance,2024-09-04,10.7
AUS,Unscheduled_Maintenance,2024-08-28,9.3
AUS,Unscheduled_Maintenance,2024-08-21,8.5
AUS,Unscheduled_Maintenance,2024-08-14,14.0
AUS,Unscheduled_Maintenance,2024-08-07,9.3
AUS,Unscheduled_Maintenance,2024-07-31,10.7
AUS,Unscheduled_Maintenance,2024-07-24,11.5
AUS,Unscheduled_Maintenance,2024-07-17,9.0
AUS,Unscheduled_Maintenance,2024-07-10,10.7
AUS,Unscheduled_Maintenance,2024-07-03,11.5
AUS,Unscheduled_Maintenance,2024-06-26,9.0
AUS,Unscheduled_Maintenance,2024-06-19,10.7
AUS,Unscheduled_Maintenance,2024-06-12,11.5
AUS,Unscheduled_Maintenance,2024-06-05,9.0
AUS,Unscheduled_Maintenance,2024-05-29,10.7
AUS,Unscheduled_Maintenance,2024-05-22,11.5
AUS,Unscheduled_Maintenance,2024-05-15,9.0
AUS,Unscheduled_Maintenance,2024-05-08,10.7
AUS,Unscheduled_Maintenance,2024-05-01,11.5
AUS,Unscheduled_Maintenance,2024-04-24,9.0
AUS,Unscheduled_Maintenance,2024-04-17,10.7
AUS,Unscheduled_Maintenance,2024-04-10,11.5
AUS,Unscheduled_Maintenance,2024-04-03,9.0
AUS,Unscheduled_Maintenance,2024-03-27,10.7
AUS,Unscheduled_Maintenance,2024-03-20,11.5
AUS,Unscheduled_Maintenance,2024-03-13,9.0
AUS,Unscheduled_Maintenance,2024-03-06,10.7
AUS,Unscheduled_Maintenance,2024-02-28,11.5
AUS,Unscheduled_Maintenance,2024-02-21,9.0
AUS,Unscheduled_Maintenance,2024-02-14,10.7
AUS,Unscheduled_Maintenance,2024-02-07,11.5
AUS,Unscheduled_Maintenance,2024-01-31,9.0
AUS,Unscheduled_Maintenance,2024-01-24,10.7
AUS,Unscheduled_Maintenance,2024-01-17,11.5
AUS,Unscheduled_Maintenance,2024-01-10,9.0
AUS,Unscheduled_Maintenance,2024-01-03,10.7
