timestamp,station,metric_value
2023-12-18,Houston,4.5
2023-12-25,Austin,1.8
2023-12-25,Dallas,2.2
2023-12-25,Houston,5.5
2024-01-01,Austin,2.0
2024-01-01,Dallas,2.5
2024-01-01,Houston,5.0
2024-01-08,Austin,2.4
2024-01-08,Dallas,2.4
2024-01-08,Houston,4.4
2024-01-15,Austin,1.4
2024-01-15,Dallas,3.6
2024-01-15,Houston,4.6
2024-01-22,Austin,2.0
2024-01-22,Dallas,2.4
2024-01-22,Houston,4.2
2024-01-29,Austin,1.9
2024-01-29,Dallas,3.0
2024-01-29,Houston,6.4
2024-02-05,Austin,2.0
2024-02-05,Dallas,2.9
2024-02-05,Houston,4.2
2024-02-12,Austin,1.3
2024-02-12,Dallas,3.1
2024-02-12,Houston,4.5
2024-02-19,Austin,2.5
2024-02-19,Dallas,3.1
2024-02-19,Houston,6.0
2024-02-26,Austin,1.9
2024-02-26,Dallas,3.5
2024-02-26,Houston,4.0
2024-03-04,Austin,1.5
2024-03-04,Dallas,3.4
2024-03-04,Houston,3.6
2024-03-11,Austin,2.4
2024-03-11,Dallas,3.0
2024-03-11,Houston,4.1
2024-03-18,Austin,1.6
2024-03-18,Dallas,2.2
2024-03-18,Houston,3.9
2024-03-25,Austin,2.3
2024-03-25,Dallas,3.3
2024-03-25,Houston,4.9
2024-04-01,Austin,2.1
2024-04-01,Dallas,2.7
2024-04-01,Houston,3.8
2024-04-08,Austin,2.4
2024-04-08,Dallas,2.7
2024-04-08,Houston,4.5
2024-04-15,Austin,1.8
2024-04-15,Dallas,3.3
2024-04-15,Houston,3.8
2024-04-22,Austin,2.3
2024-04-22,Dallas,2.7
2024-04-22,Houston,6.0
2024-04-29,Austin,1.6
2024-04-29,Dallas,3.6
2024-04-29,Houston,4.9
2024-05-06,Austin,2.0
2024-05-06,Dallas,2.5
2024-05-06,Houston,5.3
2024-05-13,Austin,2.5
2024-05-13,Dallas,2.8
2024-05-13,Houston,4.6
2024-05-20,Austin,2.1
2024-05-20,Dallas,3.4
2024-05-20,Houston,4.3
2024-05-27,Austin,2.0
2024-05-27,Dallas,3.1
2024-05-27,Houston,4.3
2024-06-03,Austin,1.6
2024-06-03,Dallas,4.2
2024-06-03,Houston,4.6
2024-06-10,Austin,1.8
2024-06-10,Dallas,3.2
2024-06-10,Houston,4.7
2024-06-17,Austin,1.6
2024-06-17,Dallas,3.6
2024-06-17,Houston,3.6
2024-06-24,Austin,2.2
2024-06-24,Dallas,3.4
2024-06-24,Houston,4.2
2024-07-01,Austin,1.9
2024-07-01,Dallas,2.5
2024-07-01,Houston,3.9
2024-07-08,Austin,2.2
2024-07-08,Dallas,2.2
2024-07-08,Houston,4.0
2024-07-15,Austin,2.3
2024-07-15,Dallas,3.1
2024-07-15,Houston,4.3
2024-07-22,Austin,2.1
2024-07-22,Dallas,3.1
2024-07-22,Houston,3.7
2024-07-29,Austin,2.3
2024-07-29,Dallas,3.3
2024-07-29,Houston,5.1
2024-08-05,Austin,2.8
2024-08-05,Dallas,3.3
2024-08-05,Houston,4.9
2024-08-12,Austin,2.1
2024-08-12,Dallas,3.1
2024-08-12,Houston,4.9
2024-08-19,Austin,1.9
2024-08-19,Dallas,3.4
2024-08-19,Houston,4.2
2024-08-26,Austin,2.2
2024-08-26,Dallas,3.2
2024-08-26,Houston,4.2
2024-09-02,Austin,1.9
2024-09-02,Dallas,2.3
2024-09-02,Houston,6.1
2024-09-09,Austin,1.8
2024-09-09,Dallas,3.1
2024-09-09,Houston,4.5
2024-09-16,Austin,2.1
2024-09-16,Dallas,2.1
2024-09-16,Houston,3.7
2024-09-23,Austin,2.0
2024-09-23,Dallas,3.0
2024-09-23,Houston,3.0
2024-09-30,Austin,2.2
2024-09-30,Dallas,2.7
2024-09-30,Houston,6.2
2024-10-07,Austin,2.0
2024-10-07,Dallas,2.7
2024-10-07,Houston,3.1
2024-10-14,Austin,1.6
2024-10-14,Dallas,2.5
2024-10-14,Houston,5.0
2024-10-21,Austin,2.0
2024-10-21,Dallas,2.7
2024-10-21,Houston,5.6
2024-10-28,Austin,1.5
2024-10-28,Dallas,3.0
2024-10-28,Houston,3.2
2024-11-04,Austin,1.7
2024-11-04,Dallas,2.6
2024-11-04,Houston,4.1
2024-11-11,Austin,1.7
2024-11-11,Dallas,3.7
2024-11-11,Houston,2.8
2024-11-18,Austin,2.1
2024-11-18,Dallas,2.4
2024-11-18,Houston,4.3
2024-11-25,Austin,2.5
2024-11-25,Dallas,3.2
2024-11-25,Houston,4.3
2024-12-02,Austin,2.2
2024-12-02,Dallas,3.7
2024-12-02,Houston,5.5
2024-12-09,Austin,2.0
2024-12-09,Dallas,3.1
2024-12-09,Houston,5.2
2024-12-16,Austin,1.7
2024-12-16,Dallas,2.8
2024-12-16,Houston,3.5
2024-12-23,Austin,1.9
2024-12-23,Dallas,3.2
2024-12-23,Houston,4.4
2024-12-30,Austin,2.1
2024-12-30,Dallas,3.3
2024-12-30,Houston,5.6
2025-01-06,Austin,2.8
2025-01-06,Dallas,3.5
2025-01-06,Houston,2.7
2025-01-13,Austin,2.0
2025-01-13,Dallas,3.0
2025-01-13,Houston,3.4
2025-01-20,Austin,2.5
2025-01-20,Dallas,3.6
2025-01-20,Houston,5.1
2025-01-27,Austin,1.6
2025-01-27,Dallas,4.4
2025-01-27,Houston,4.4
2025-02-03,Austin,1.8
2025-02-03,Dallas,3.2
2025-02-03,Houston,4.5
2025-02-10,Austin,2.0
2025-02-10,Dallas,2.9
2025-02-10,Houston,4.1
2025-02-17,Austin,2.0
2025-02-17,Dallas,2.6
2025-02-17,Houston,4.1
2025-02-24,Austin,2.7
2025-02-24,Dallas,3.6
2025-02-24,Houston,4.5
2025-03-03,Austin,2.0
2025-03-03,Dallas,3.2
2025-03-03,Houston,5.5
2025-03-10,Austin,1.9
2025-03-10,Dallas,2.7
2025-03-10,Houston,4.8
2025-03-17,Austin,1.7
2025-03-17,Dallas,3.4
2025-03-17,Houston,4.1
2025-03-24,Austin,2.1
2025-03-24,Dallas,3.0
2025-03-24,Houston,4.3
2025-03-31,Austin,2.2
2025-03-31,Dallas,3.1
2025-03-31,Houston,4.2
2025-04-07,Austin,2.3
2025-04-07,Dallas,4.1
2025-04-07,Houston,4.8
2025-04-14,Austin,1.8
2025-04-14,Dallas,2.7
2025-04-14,Houston,3.8
2025-04-21,Austin,2.1
2025-04-21,Dallas,2.8
2025-04-21,Houston,4.0
2025-04-28,Austin,1.8
2025-04-28,Dallas,2.6
2025-04-28,Houston,4.6
2025-05-05,Austin,1.5
2025-05-05,Dallas,3.2
2025-05-05,Houston,4.2
2025-05-12,Austin,2.0
2025-05-12,Dallas,3.1
2025-05-12,Houston,4.6
2025-05-19,Austin,2.2
2025-05-19,Dallas,2.2
2025-05-19,Houston,3.9
2025-05-26,Austin,1.7
2025-05-26,Dallas,3.1
2025-05-26,Houston,5.0
2025-06-02,Austin,1.5
2025-06-02,Dallas,3.2
2025-06-02,Houston,4.3
2025-06-09,Austin,2.5
2025-06-09,Dallas,2.9
2025-06-09,Houston,5.0
2025-06-16,Austin,2.7
2025-06-16,Dallas,3.0
2025-06-16,Houston,4.9
2025-06-23,Austin,2.2
2025-06-23,Dallas,3.3
2025-06-23,Houston,4.1
2025-06-30,Austin,2.0
2025-06-30,Dallas,2.7
2025-06-30,Houston,3.4
2025-07-07,Austin,2.2
2025-07-07,Dallas,2.6
2025-07-07,Houston,6.1
2025-07-14,Austin,2.1
2025-07-14,Dallas,4.2
2025-07-14,Houston,2.9
2025-07-21,Austin,2.2
2025-07-21,Dallas,3.0
2025-07-21,Houston,4.2
2025-07-28,Austin,2.1
2025-07-28,Dallas,3.0
2025-07-28,Houston,4.9
2025-08-04,Austin,1.8
2025-08-04,Dallas,2.9
2025-08-04,Houston,4.4
2025-08-11,Austin,2.1
2025-08-11,Dallas,3.2
2025-08-11,Houston,5.5
2025-08-18,Austin,2.1
2025-08-18,Dallas,3.3
2025-08-18,Houston,4.4
2025-08-25,Austin,2.2
2025-08-25,Dallas,3.0
2025-08-25,Houston,5.2
2025-09-01,Austin,1.5
2025-09-01,Dallas,2.6
2025-09-01,Houston,4.2
2025-09-08,Austin,2.1
2025-09-08,Dallas,4.1
2025-09-08,Houston,4.6
2025-09-15,Austin,2.1
2025-09-15,Dallas,3.2
2025-09-15,Houston,4.3
2025-09-22,Austin,1.6
2025-09-22,Dallas,3.0
2025-09-22,Houston,3.6
2025-09-29,Austin,2.3
2025-09-29,Dallas,2.1
2025-09-29,Houston,3.3
2025-10-06,Austin,2.0
2025-10-06,Dallas,2.9
2025-10-06,Houston,3.3
